title,university,date,authors,journal,citations,theme,topic_id,topic_probability
Antecedents and consequences of panic buying: The case of COVID‐19,Griffith University,2020-12-31,Catherine Prentice; Sara Quach; Park Thaichon,International Journal of Consumer Studies,199,Advanced_Manufacturing,-1,0.2702954673672748
Strategies for Managing the Impacts of Disruptions During COVID-19: an Example of Toilet Paper,University of Technology Sydney,2020-07-12,Sanjoy Kumar Paul; Priyabrata Chowdhury,Global Journal of Flexible Systems Management,187,Advanced_Manufacturing,-1,0.12733766073186273
Urban mobility and public transport: future perspectives and review,University of Auckland,2020-07-29,Avishai Ceder,International Journal of Urban Sciences,184,Advanced_Manufacturing,7,1.0
Interventions for health workforce retention in rural and remote areas: a systematic review,Charles Darwin University,2021-08-26,Deborah Russell; Supriya Mathew; Michelle S. Fitts; Zania Liddle; Lorna Murakami‐Gold,Human Resources for Health,166,Advanced_Manufacturing,-1,0.16423100250689818
"Reduction of CO2 emissions: The role of renewable energy, technological innovation and export quality",University of Southern Queensland,2022-02-14,Mohammad Mafizur Rahman; Khosrul Alam; Eswaran Velayutham,Energy Reports,160,Advanced_Manufacturing,9,1.0
EIHDP: Edge-Intelligent Hierarchical Dynamic Pricing Based on Cloud-Edge-Client Collaboration for IoT Systems,Macquarie University,2021-02-20,Tian Wang; Yucheng Lu; Jianhuang Wang; Hong‐Ning Dai; Xi Zheng,IEEE Transactions on Computers,127,Advanced_Manufacturing,1,0.7956984219383695
Deep Learning and Explainable Artificial Intelligence Techniques Applied for Detecting Money Laundering–A Critical Review,University of Technology Sydney,2021-01-01,Dattatray Vishnu Kute; Biswajeet Pradhan; Nagesh Shukla; Abdullah Alamri,IEEE Access,118,Advanced_Manufacturing,1,1.0
The impacts of under-tourism and place attachment on residents’ life satisfaction,Griffith University,2023-06-22,Chen-Kuo Pai; Haoran Chen; Timothy J. Lee; Sunghyup Sean Hyun; Yumeng Liu,Journal Of Vacation Marketing,118,Advanced_Manufacturing,-1,0.23591928405201712
Distributed Path Following of Multiple Under-Actuated Autonomous Surface Vehicles Based on Data-Driven Neural Predictors via Integral Concurrent Learning,Swinburne University of Technology,2021-08-06,Lu Liu; Dan Wang; Zhouhua Peng; Qing‐Long Han,IEEE Transactions on Neural Networks and Learning Systems,116,Advanced_Manufacturing,0,0.2085899077998212
CoopEdge: A Decentralized Blockchain-based Platform for Cooperative Edge Computing,Swinburne University of Technology,2021-04-19,Yuan Liang; Qiang He; Siyu Tan; Bo Li; Jiangshan Yu,,115,Advanced_Manufacturing,1,1.0
Real earnings management: A review of the international literature,Massey University,2022-06-14,Ahsan Habib; Dinithi Ranasinghe; Julia Yonghua Wu; Pallab Kumar Biswas; Fawad Ahmad,Accounting and Finance,104,Advanced_Manufacturing,14,0.6965273513829214
Sustainable Supply Chain Management: A Comprehensive Systematic Review of Industrial Practices,University of Canterbury,2022-06-28,Ehsan Shekarian; Behrang Ijadi; Amirreza Zare; Jukka Majava,Sustainability,104,Advanced_Manufacturing,14,0.2576588790688732
MetaChain: A Novel Blockchain-based Framework for Metaverse Applications,University of Technology Sydney,2022-06-01,Cong T. Nguyen; Dinh Thai Hoang; Diep N. Nguyen; Eryk Dutkiewicz,2022 IEEE 95th Vehicular Technology Conference: (VTC2022-Spring),101,Advanced_Manufacturing,1,0.8611967530657085
Sentiment Analysis of Customer Reviews of Food Delivery Services Using Deep Learning and Explainable Artificial Intelligence: Systematic Review,University of Technology Sydney,2022-05-21,Anirban Adak; Biswajeet Pradhan; Nagesh Shukla,Foods,98,Advanced_Manufacturing,1,0.4954335592617051
Artificial intelligence focus and firm performance,Deakin University,2022-06-08,Sagarika Mishra; Michael T. Ewing; Holly B. Cooper,Journal of the Academy of Marketing Science,97,Advanced_Manufacturing,14,0.2977759755978525
Decisions with ChatGPT: Reexamining choice overload in ChatGPT recommendations,Auckland University of Technology,2023-07-13,Jungkeun Kim; Jeong Hyun Kim; Changju Kim; Jooyoung Park,Journal of Retailing and Consumer Services,93,Advanced_Manufacturing,13,1.0
Open quantum system dynamics and the mean force Gibbs state,Macquarie University,2022-03-01,А. С. Трушечкин; Marco Merkli; James D. Cresser; Janet Anders,AVS Quantum Science,92,Advanced_Manufacturing,2,0.1557580900387248
Characterizing modal exponential growth behaviors of self-excited transverse and longitudinal thermoacoustic instabilities,University of Canterbury,2022-02-01,Dan Zhao; Yiheng Guan,Physics of Fluids,86,Advanced_Manufacturing,-1,0.14488287798080185
Consumer willingness to pay for healthier food products: A systematic review,Deakin University,2022-11-07,Moosa Alsubhi; Miranda R. Blake; Tan Minh Nguyen; Ishani Majmudar; Marj Moodie,Obesity Reviews,85,Advanced_Manufacturing,13,1.0
"AI-Empowered Methods for Smart Energy Consumption: A Review of Load Forecasting, Anomaly Detection and Demand Response",Monash University,2023-09-23,Xinlin Wang; Hao Wang; Binayak Bhandari; Leming Cheng,International Journal of Precision Engineering and Manufacturing-Green Technology,80,Advanced_Manufacturing,0,1.0
The Effect of Macroeconomic Uncertainty on Firm Decisions,Auckland University of Technology,2023-01-01,Saten Kumar; Yuriy Gorodnichenko; Olivier Coibion,Econometrica,73,Advanced_Manufacturing,14,1.0
Simulations of common-envelope evolution in binary stellar systems: physical models and numerical techniques,Macquarie University,2023-05-04,F. K. Röpke; Orsola De Marco,Living Reviews in Computational Astrophysics,70,Advanced_Manufacturing,2,1.0
Overcoming barriers to implement digital technologies to achieve sustainable production and consumption in the food sector: A circular economy perspective,University of Technology Sydney,2023-04-19,Manu Sharma; Sudhanshu Joshi; Kannan Govindan,Sustainable Production and Consumption,69,Advanced_Manufacturing,-1,0.12036840030327127
Moving beyond “the” business case: How to make corporate sustainability work,Australian National University,2023-07-31,Timo Busch; Michael L. Barnett; Roger Burritt; Benjamin Cashore; R. Edward Freeman,Business Strategy and the Environment,67,Advanced_Manufacturing,14,0.31437616543372543
Ecological countermeasures to prevent pathogen spillover and subsequent pandemics,Griffith University,2024-03-26,Raina K. Plowright; Aliyu Nuhu Ahmed; Tim Coulson; Thomas W. Crowther; Imran Ejotre,Nature Communications,64,Advanced_Manufacturing,10,1.0
The role for offshore wind power in renewable hydrogen production in Australia,Australian National University,2023-01-30,Cheng Cheng; Llewelyn Hughes,Journal of Cleaner Production,59,Advanced_Manufacturing,3,1.0
"Interventions to Reduce Risk for Pathogen Spillover and Early Disease Spread to Prevent Outbreaks, Epidemics, and Pandemics",Australian National University,2023-02-23,Neil M. Vora; Lee Hannah; Chris Walzer; Mariana M. Vale; Susan Lieberman,Emerging infectious diseases,59,Advanced_Manufacturing,10,1.0
The Validity of Hawkin Dynamics Wireless Dual Force Plates for Measuring Countermovement Jump and Drop Jump Variables,Edith Cowan University,2023-05-17,Andrew J. Badby; Peter Mundy; Paul Comfort; Jason P. Lake; John J. McMahon,Sensors,54,Advanced_Manufacturing,1,0.20620774462863017
Progressive Local Filter Pruning for Image Retrieval Acceleration,University of Technology Sydney,2023-01-01,Xiaodong Wang; Zhedong Zheng; Yang He; Fei Yan; Zhiqiang Zeng,IEEE Transactions on Multimedia,53,Advanced_Manufacturing,1,0.5206685275151118
"A comparison of machine learning models’ accuracy in predicting lower-limb joints’ kinematics, kinetics, and muscle forces from wearable sensors",University of Auckland,2023-03-28,Shima Mohammadi Moghadam; Ted Yeung; Julie Choisne,Scientific Reports,53,Advanced_Manufacturing,1,0.22210946232629564
Using blockchain or not? A focal firm's blockchain strategy in the context of carbon emission reduction technology innovation,Macquarie University,2024-01-08,Jianhua Zhu; Taiwen Feng; Ying Lu; Wenbo Jiang,Business Strategy and the Environment,52,Advanced_Manufacturing,14,0.3003067984874495
Modelling the role of industrial structure adjustment on China's energy efficiency: Insights from technology innovation,University of Auckland,2024-01-01,Miaomiao Tao; Stephen Poletti; Le Wen; Mingyue Selena Sheng,Journal of Cleaner Production,45,Advanced_Manufacturing,9,1.0
Artificial intelligence and multimodal data fusion for smart healthcare: topic modeling and bibliometrics,University of Southern Queensland,2024-03-15,Xieling Chen; Haoran Xie; Xiaohui Tao; Fu Lee Wang; Mingming Leng,Artificial Intelligence Review,41,Advanced_Manufacturing,1,0.4689559668717893
A meta-analytic integration of the theory of planned behavior and the value-belief-norm model to predict green consumption,Griffith University,2024-03-19,Charles Jebarajakirthy; Sivapalan Achchuthan; Manish Das; Haroon Iqbal Maseeh; Md Ashaduzzaman,European Journal of Marketing,39,Advanced_Manufacturing,13,1.0
Desirable Characteristics for AI Teaching Assistants in Programming Education,University of Auckland,2024-07-03,Paul Denny; Stephen MacNeil; Jaromír Šavelka; Leo Porter; Andrew Luxton-Reilly,,39,Advanced_Manufacturing,4,1.0
Make every dollar count: The impact of green credit regulation on corporate green investment efficiency,Macquarie University,2024-01-09,Jinfang Tian; Siyang Sun; Wei Cao; Di Bu; Rui Xue,Energy Economics,38,Advanced_Manufacturing,14,1.0
Secure Multi-Party Computation for Machine Learning: A Survey,University of Technology Sydney,2024-01-01,Ian Zhou; Farzad Tofigh; Massimo Piccardi; Mehran Abolhasan; Daniel Franklin,IEEE Access,33,Advanced_Manufacturing,1,1.0
The impact of environmental policy on renewable energy innovation: A systematic literature review and research directions,Massey University,2024-01-03,Hiva Rastegar; Gabriel Eweje; Aymen Sajjad,Sustainable Development,32,Advanced_Manufacturing,9,1.0
Effect of Sampling Frequency on a Unilateral Isometric Hamstring Strength Assessment Using Force Plates,Edith Cowan University,2024-04-12,Nicholas J. Ripley; J. J. McMahon; Paul Comfort,Journal of Science in Sport and Exercise,28,Advanced_Manufacturing,12,1.0
Physical Activity Promotion: A Systematic Review of The Perceptions of Healthcare Professionals,James Cook University,2020-06-18,Francis A. Albert; Melissa Crowe; A.E.O. Malau‐Aduli; Bunmi S. Malau‐Aduli,International Journal of Environmental Research and Public Health,129,Advanced_Manufacturing,11,0.20642865692219803
"Sport Biomechanics Applications Using Inertial, Force, and EMG Sensors: A Literature Overview",Bond University,2020-06-23,Juri Taborri; Justin Keogh; Anton Kos; Alessandro Santuz; Anton Umek,Applied Bionics and Biomechanics,127,Advanced_Manufacturing,1,0.2200309007747883
China at a Crossroads: An Analysis of China's Changing Seafood Production and Consumption,University of Technology Sydney,2020-07-01,Beatrice Crona; Emmy Wassénius; Max Troell; Kate Barclay; Tabitha Mallory,One Earth,120,Advanced_Manufacturing,8,1.0
Adaptive Sliding Mode-Based Lateral Stability Control of Steer-by-Wire Vehicles With Experimental Validations,Murdoch University,2020-06-18,Jie Zhang; Hai Wang; Jinchuan Zheng; Zhenwei Cao; Zhihong Man,IEEE Transactions on Vehicular Technology,116,Advanced_Manufacturing,0,0.2077892303705611
A Game-Theoretical Approach for Mitigating Edge DDoS Attack,Swinburne University of Technology,2021-01-29,Qiang He; Cheng Wang; Guangming Cui; Bo Li; Rui Zhou,IEEE Transactions on Dependable and Secure Computing,112,Advanced_Manufacturing,1,0.8950777973626126
Adaptive Resilient Event-Triggered Control Design of Autonomous Vehicles With an Iterative Single Critic Learning Framework,University of Wollongong,2021-02-03,Kun Zhang; Rong Su; Huaguang Zhang; Yunlin Tian,IEEE Transactions on Neural Networks and Learning Systems,110,Advanced_Manufacturing,0,0.20857552746554442
Latest Research Trends in Gait Analysis Using Wearable Sensors and Machine Learning: A Systematic Review,Auckland University of Technology,2020-01-01,Abdul Saboor; Triin Kask; Alar Kuusik; Muhammad Mahtab Alam; Yannick Le Moullec,IEEE Access,108,Advanced_Manufacturing,1,0.22788895575984827
Prospects for sustainability of pig production in relation to climate change and novel feed resources,University of New England,2020-02-20,Wendy M. Rauw; L. Rydhmer; I. Kyriazakis; Margareth Øverland; Hélène Gilbert,Journal of the Science of Food and Agriculture,107,Advanced_Manufacturing,8,0.5440183029839359
Mitigating inequality with emissions? Exploring energy justice and financing transitions to low carbon energy in Indonesia,Australian National University,2020-10-30,Abidah Setyowati,Energy Research & Social Science,107,Advanced_Manufacturing,9,1.0
A New Method for Peer Matching and Negotiation of Prosumers in Peer-to-Peer Energy Markets,Monash University,2020-12-31,Mohsen Khorasany; Amrit Paudel; Reza Razzaghi; Pierluigi Siano,IEEE Transactions on Smart Grid,107,Advanced_Manufacturing,0,1.0
Charged black-bounce spacetimes,Victoria University of Wellington,2021-07-01,Edgardo Franzin; Stefano Liberati; Jacopo Mazza; Alex Simpson; Matt Visser,Journal of Cosmology and Astroparticle Physics,107,Advanced_Manufacturing,2,1.0
Strategies to Manage the Impacts of the COVID-19 Pandemic in the Supply Chain: Implications for Improving Economic and Social Sustainability,University of Technology Sydney,2020-11-14,Hasin Md. Muhtasim Taqi; Humaira Nafisa Ahmed; Sumit Paul; Maryam Garshasbi; Syed Mithun Ali,Sustainability,96,Advanced_Manufacturing,-1,0.12690773990835835
"Net‐zero emission targets and the role of managerial environmental awareness, customer pressure, and regulatory control toward environmental performance",University of South Australia,2021-08-02,Hashim Zameer; Ying Wang; Rashid Saeed,Business Strategy and the Environment,96,Advanced_Manufacturing,14,1.0
"Benefits, barriers, and incentives for improved resilience to disruption in university teaching",Victoria University of Wellington,2020-05-29,Jacqueline Dohaney; Mairéad de Róiste; R. A. Salmon; Kathryn Sutherland,International Journal of Disaster Risk Reduction,87,Advanced_Manufacturing,4,0.8075034981908413
The Role of Industry 4.0 Technologies in Mitigating Supply Chain Disruption: Empirical Evidence From the Australian Food Processing Industry,Central Queensland University,2021-07-02,Imran Ali; Ahmad Arslan; Zaheer Khan; Shlomo Y. Tarba,IEEE Transactions on Engineering Management,87,Advanced_Manufacturing,-1,0.12858861137943486
Entrepreneurial orientation and firm performance in Italian firms,Curtin University,2020-02-26,Jeremy Galbreath; Lorenzo Lucianetti; Ben W. Thomas; Daniel Tisch,International Journal of Entrepreneurial Behaviour & Research,86,Advanced_Manufacturing,14,0.24774376302465145
