title,university,date,authors,journal,citations,theme
"Vegans, vegetarians, fish-eaters and meat-eaters in the UK show discrepant environmental impacts",Griffith University,2023-07-20,Peter Scarborough; Michael Clark; Linda Cobiac; Keren Papier; Anika Knüppel,Nature Food,217,Energy_Sustainability
Tropospheric Ozone Assessment Report,University of Wollongong,2020-01-01,A. T. Archibald; Jessica L. Neu; Yasin Elshorbany; Owen R. Cooper; Paul J. Young,Elementa Science of the Anthropocene,215,Energy_Sustainability
Biohydrogen Production From Biomass Sources: Metabolic Pathways and Economic Analysis,University of Technology Sydney,2021-09-10,Shams Forruque Ahmed; Nazifa Rafa; M. Mofijur; Irfan Anjum Badruddin; Abrar Inayat,Frontiers in Energy Research,215,Energy_Sustainability
Aquatic environmental DNA: A review of the macro-organismal biomonitoring revolution,Curtin University,2023-02-18,Miwa Takahashi; Mattia Saccò; Joshua H. Kestel; Georgia Nester; Matthew A. Campbell,The Science of The Total Environment,213,Energy_Sustainability
The CO<sub>2</sub> reduction potential for the European industry via direct electrification of heat supply (power-to-heat),University of Technology Sydney,2020-09-30,Silvia Madeddu; Falko Ueckerdt; Michaja Pehl; Juergen H. Peterseim; Michael D. Lord,Environmental Research Letters,211,Energy_Sustainability
Overview of fundamental kinetic mechanisms and emission mitigation in ammonia combustion,University of Canterbury,2023-01-09,Tao Cai; Dan Zhao; Ephraim Gutmark,Chemical Engineering Journal,211,Energy_Sustainability
Large-scale stationary hydrogen storage via liquid organic hydrogen carriers,Australian National University,2021-08-09,Zainul Abdin; Chunguang Tang; Yun Liu; Kylie Catchpole,iScience,210,Energy_Sustainability
Bushfires in Australia: a serious health emergency under climate change,Monash University,2020-01-01,Pei Yu; Rongbin Xu; Michael J. Abramson; Shanshan Li; Yuming Guo,The Lancet Planetary Health,209,Energy_Sustainability
"Deep-C storage: Biological, chemical and physical strategies to enhance carbon stocks in agricultural subsoils",Murdoch University,2022-05-17,Erik S. Button; Jennifer Pett‐Ridge; Daniel V. Murphy; Yakov Kuzyakov; David R. Chadwick,Soil Biology and Biochemistry,209,Energy_Sustainability
Ice-confined synthesis of highly ionized 3D-quasilayered polyamide nanofiltration membranes,Curtin University,2023-10-12,Yanqiu Zhang; Hao Wang; Jing Guo; Xiquan Cheng; Gang Han,Science,209,Energy_Sustainability
Cascading climate change impacts and implications,Victoria University of Wellington,2020-01-01,Judy Lawrence; Paula Blackett; Nicholas A. Cradock-Henry,Climate Risk Management,208,Energy_Sustainability
"A review of the recent development, challenges, and opportunities of electronic waste (e-waste)",Swinburne University of Technology,2022-05-31,M. Shahabuddin; Md Nur Uddin; Jahedul Islam Chowdhury; Shams Forruque Ahmed; Md Nur Uddin,International Journal of Environmental Science and Technology,207,Energy_Sustainability
SoilTemp: A global database of near‐surface temperature,University of Wollongong,2020-04-20,Jonas J. Lembrechts; Juha Aalto; Michael B. Ashcroft; Pieter De Frenne; Martin Kopecký,Global Change Biology,205,Energy_Sustainability
A critical review on various feedstocks as sustainable substrates for biosurfactants production: a way towards cleaner production,University of Technology Sydney,2021-06-26,Swayansu Sabyasachi Mohanty; Yamini Koul; Sunita Varjani; Ashok Pandey; Huu Hao Ngo,Microbial Cell Factories,205,Energy_Sustainability
Biochar based catalysts for the abatement of emerging pollutants: A review,University of Southern Queensland,2020-03-24,Tam Do Minh; Jianzhi Song; Anjan Deb; Ligen Cha; Varsha Srivastava,Chemical Engineering Journal,204,Energy_Sustainability
Changing Biogeochemistry of the Southern Ocean and Its Ecosystem Implications,University of Tasmania,2020-07-31,Sian F. Henley; Emma L. Cavan; Sarah E. Fawcett; Rodrigo Kerr; Thiago Monteiro,Frontiers in Marine Science,204,Energy_Sustainability
Evaluating Climate Models with the CLIVAR 2020 ENSO Metrics Package,Monash University,2020-09-16,Yann Planton; Éric Guilyardi; Andrew T. Wittenberg; Jiwoo Lee; Peter J. Gleckler,Bulletin of the American Meteorological Society,204,Energy_Sustainability
A global observational analysis to understand changes in air quality during exceptionally low anthropogenic emission conditions,Monash University,2021-08-20,Ranjeet S. Sokhi; Vikas Singh; Xavier Querol; Sandro Finardi; Admir Créso Targino,Environment International,204,Energy_Sustainability
Absorption cooling systems – Review of various techniques for energy performance enhancement,University of Tasmania,2020-02-21,Rasoul Nikbakhti; Xiaolin Wang; Ahmed Kadhim Hussein; Aghil Iranmanesh,Alexandria Engineering Journal,202,Energy_Sustainability
Stand-Alone Microgrid with 100% Renewable Energy: A Case Study with Hybrid Solar PV-Battery-Hydrogen,Murdoch University,2020-03-06,Furat Dawood; GM Shafiullah; M. Anda,Sustainability,200,Energy_Sustainability
"Trends in the detection of aquatic non‐indigenous species across global marine, estuarine and freshwater ecosystems: A 50‐year perspective",Deakin University,2020-10-02,Sarah A. Bailey; Lyndsay Brown; Marnie L. Campbell; João Canning‐Clode; James T. Carlton,Diversity and Distributions,200,Energy_Sustainability
A synthesis of health benefits of natural sounds and their distribution in national parks,University of Otago,2021-03-22,Rachel T. Buxton; Amber L. Pearson; Claudia Allou; Kurt M. Fristrup; George Wittemyer,Proceedings of the National Academy of Sciences,198,Energy_Sustainability
Thresholds of freshwater biodiversity in response to riparian vegetation loss in the Neotropical region,James Cook University,2020-05-09,Renato Bolson Dala‐Corte; Adriano S. Melo; Tadeu Siqueira; Luis Maurício Bini; Renato Tavares Martins,Journal of Applied Ecology,197,Energy_Sustainability
The renaissance of Odum's outwelling hypothesis in 'Blue Carbon' science,Southern Cross University,2021-04-03,Isaac R. Santos; David J. Burdige; Tim C. Jennerjahn; Steven Bouillon; Alex Cabral,Estuarine Coastal and Shelf Science,197,Energy_Sustainability
Long‐Cycle‐Life Cathode Materials for Sodium‐Ion Batteries toward Large‐Scale Energy Storage Systems,University of Wollongong,2023-05-01,Hang Zhang; Yun Gao; Xiaohao Liu; Li‐Feng Zhou; Jiayang Li,Advanced Energy Materials,197,Energy_Sustainability
iEcology: Harnessing Large Online Resources to Generate Ecological Insights,University of Tasmania,2020-04-10,Ivan Jarić; Ricardo A. Correia; Barry W. Brook; Jessie C. Buettel; Franck Courchamp,Trends in Ecology & Evolution,195,Energy_Sustainability
From Low- to Net-Zero Carbon Cities: The Next Global Agenda,Curtin University,2021-08-23,Karen C. Seto; Galina Churkina; Angel Hsu; Meredith Keller; Peter Newman,Annual Review of Environment and Resources,193,Energy_Sustainability
Utilizing ion leaching effects for achieving high oxygen-evolving performance on hybrid nanocomposite with self-optimized behaviors,Curtin University,2020-07-06,Daqin Guan; Gihun Ryu; Zhiwei Hu; Jing Zhou; Chung‐Li Dong,Nature Communications,191,Energy_Sustainability
Guidelines for Studying Diverse Types of Compound Weather and Climate Events,Queensland University of Technology,2021-10-25,Emanuele Bevacqua; Carlo De Michele; Colin Manning; Anaïs Couasnon; Andreia Ribeiro,Earth s Future,191,Energy_Sustainability
Global concurrent climate extremes exacerbated by anthropogenic climate change,Griffith University,2023-03-10,Sha Zhou; Bofu Yu; Yao Zhang,Science Advances,191,Energy_Sustainability
Future carbon emissions from global mangrove forest loss,Griffith University,2021-03-01,María Fernanda Adame; Rod M. Connolly; Mischa P. Turschwell; Catherine E. Lovelock; Temilola Fatoyinbo,Global Change Biology,188,Energy_Sustainability
"Influence of pressure, temperature and organic surface concentration on hydrogen wettability of caprock; implications for hydrogen geo-storage",Curtin University,2021-09-21,Muhammad Ali; Nurudeen Yekeen; Nilanjan Pal; Alireza Keshavarz; Stefan Iglauer,Energy Reports,188,Energy_Sustainability
Zero waste approach towards a sustainable waste management,Curtin University,2021-01-10,A. K. Awasthi; Venkata Ravi Sankar Cheela; Idiano D’Adamo; Eleni Iacovidou; M. Rafizul Islam,Resources Environment and Sustainability,187,Energy_Sustainability
Assessing the role of compound drought and heatwave events on unprecedented 2020 wildfires in the Pantanal,James Cook University,2021-12-23,Renata Libonati; João L. Geirinhas; Patrícia S. Silva; Ana Russo; Julia A. Rodrigues,Environmental Research Letters,187,Energy_Sustainability
Eco‐evolutionary optimality as a means to improve vegetation and land‐surface models,Macquarie University,2021-06-16,Sandy P. Harrison; Wolfgang Crämer; Oskar Franklin; I. Colin Prentice; Han Wang,New Phytologist,186,Energy_Sustainability
"Spatial distribution and risk assessments due to the microplastics pollution in sediments of Karnaphuli River Estuary, Bangladesh",Griffith University,2022-05-20,Md. Refat Jahan Rakib; M. Belal Hossain; Rakesh Kumar; Md. Akram Ullah; Sultan Al Nahian,Scientific Reports,186,Energy_Sustainability
A catastrophic tropical drought kills hydraulically vulnerable tree species,University of Tasmania,2020-02-13,Jennifer S. Powers; German Vargas G.; Timothy J. Brodribb; Naomi B. Schwartz; Daniel Peréz‐Aviles,Global Change Biology,185,Energy_Sustainability
Ecosystem transpiration and evaporation: Insights from three water flux partitioning methods across FLUXNET sites,Macquarie University,2020-10-06,Jacob A. Nelson; Óscar Pérez‐Priego; Sha Zhou; Rafael Poyatos; Yao Zhang,Global Change Biology,185,Energy_Sustainability
Algae-mediated antibiotic wastewater treatment: A critical review,University of Technology Sydney,2022-01-01,Shengnan Li; Pau Loke Show; Huu Hao Ngo; Shih‐Hsin Ho,Environmental Science and Ecotechnology,185,Energy_Sustainability
Overview of the MOSAiC expedition: Physical oceanography,University of Tasmania,2022-01-01,Benjamin Rabe; Céline Heuzé; Julia Regnery; Yevgeny Aksenov; Jacob Allerholt,Elementa Science of the Anthropocene,185,Energy_Sustainability
Silver lining to a climate crisis in multiple prospects for alleviating crop waterlogging under future climates,University of Tasmania,2023-02-10,Ke Liu; Matthew Tom Harrison; Hàoliàng Yán; De Li Liu; Holger Meinke,Nature Communications,185,Energy_Sustainability
The role of shared autonomous vehicle systems in delivering smart urban mobility: A systematic review of the literature,Queensland University of Technology,2020-07-28,Fahimeh Golbabaei; Tan Yiğitcanlar; Jonathan M. Bunker,International Journal of Sustainable Transportation,183,Energy_Sustainability
Illuminating water cycle modifications and Earth system resilience in the Anthropocene,Australian National University,2020-01-04,Tom Gleeson; Lan Wang‐Erlandsson; Miina Porkka; Samuel C. Zipper; Fernando Jaramillo,Water Resources Research,182,Energy_Sustainability
Components of leaf‐trait variation along environmental gradients,Macquarie University,2020-03-21,Ning Dong; I. Colin Prentice; Ian J. Wright; Bradley Evans; Henrique Fürstenau Togashi,New Phytologist,182,Energy_Sustainability
Climate-Smart Forestry: the missing link,Australian National University,2020-04-12,Pieter Johannes Verkerk; Robert Costanza; Lauri Hetemäki; Ida Kubiszewski; P. Leskinen,Forest Policy and Economics,182,Energy_Sustainability
The quest for improved air quality may push China to continue its CO <sub>2</sub> reduction beyond the Paris Commitment,Queensland University of Technology,2020-11-09,Jia Xing; Xi Lu; Shuxiao Wang; Tong Wang; Dian Ding,Proceedings of the National Academy of Sciences,182,Energy_Sustainability
Variation of lignocellulosic biomass structure from torrefaction: A critical review,University of Technology Sydney,2021-09-28,Hwai Chyuan Ong; Kai Yu; Wei‐Hsin Chen; Ma. Katreena Pillejera; Xiaotao Bi,Renewable and Sustainable Energy Reviews,182,Energy_Sustainability
Systemic effects of rising atmospheric vapor pressure deficit on plant physiology and productivity,Australian National University,2021-03-08,José R. López; Danielle A. Way; Walid Sadok,Global Change Biology,181,Energy_Sustainability
Biopolymers as Green Binders for Soil Improvement in Geotechnical Applications: A Review,Griffith University,2021-07-15,Hadi Fatehi; Dominic Ek Leong Ong; Qi Yu; Ilhan Chang,Geosciences,181,Energy_Sustainability
A review of hydrogen/rock/brine interaction: Implications for Hydrogen Geo-storage,Edith Cowan University,2022-12-10,Masoud Aslannezhad; Muhammad Ali; Azim Kalantariasl; Mohammad Sayyafzadeh; Zhenjiang You,Progress in Energy and Combustion Science,181,Energy_Sustainability
Why Are Invasive Plants Successful?,Lincoln University,2023-02-08,Margherita Gioria; Philip E. Hulme; David M. Richardson; Petr Pyšek,Annual Review of Plant Biology,181,Energy_Sustainability
A Review of Hydrogen as a Fuel in Internal Combustion Engines,Central Queensland University,2021-09-29,Behdad Shadidi; Gholamhassan Najafi; Talal Yusaf,Energies,180,Energy_Sustainability
State-of-the-Art Review of Microbial-Induced Calcite Precipitation and Its Sustainability in Engineering Applications,University of South Australia,2020-08-04,Md Mizanur Rahman; Reena N. Hora; Isaac Ahenkorah; Simon Beecham; Md Rajibul Karim,Sustainability,179,Energy_Sustainability
Decentralized Privacy Using Blockchain-Enabled Federated Learning in Fog Computing,Deakin University,2020-03-02,Youyang Qu; Longxiang Gao; Tom H. Luan; Yong Xiang; Shui Yu,IEEE Internet of Things Journal,388,Advanced_Manufacturing
The determinants of bank profitability: A cross-country analysis,Massey University,2020-05-08,Tu Le; Thanh Ngo,Central Bank Review,234,Advanced_Manufacturing
A case study on strategies to deal with the impacts of COVID-19 pandemic in the food and beverage industry,University of Technology Sydney,2020-09-29,Md. Tarek Chowdhury; Aditi Sarkar; Sanjoy Kumar Paul; Md. Abdul Moktadir,Operations Management Research,224,Advanced_Manufacturing
The Utilization of Shared Energy Storage in Energy Systems: A Comprehensive Review,Deakin University,2021-02-23,Rui Dai; Rasul Esmaeilbeigi; Hadi Charkhgard,IEEE Transactions on Smart Grid,222,Advanced_Manufacturing
